id,question,label
56315,Is the 2nd email body small?,0
56316,Is the 2nd email body large?,0
56317,Is the 2nd email body large?,0
56318,Is the 3rd email body small?,1
56319,Is the 2nd email body medium?,0
56320,Is the 1st email body large?,1
56321,Is the 2nd email body small?,1
56322,Is the 3rd email body medium?,1
56323,Is the 2nd email body small?,0
56324,Is the 1st email body small?,1
56325,Is the 1st email body medium?,0
56326,Is the 2nd email body small?,1
56327,Is the 1st email body large?,0
56328,Is the 1st email body small?,1
56329,Is the 3rd email body medium?,0
56330,Is the 2nd email body small?,0
56331,Is the 1st email body medium?,0
56332,Is the 3rd email body large?,0
56333,Is the 3rd email body small?,1
56334,Is the 1st email body medium?,1
56335,Is the 2nd email body medium?,1
56336,Is the 1st email body medium?,1
56337,Is the 1st email body medium?,1
56338,Is the 2nd email body large?,1
56339,Is the 1st email body large?,0
56340,Is the 1st email body small?,0
56341,Is the 1st email body large?,1
56342,Is the 3rd email body large?,1
56343,Is the 1st email body large?,1
56344,Is the 3rd email body medium?,1
56345,Is the 1st email body large?,0
56346,Is the 3rd email body small?,0
56347,Is the 3rd email body large?,0
56348,Is the 3rd email body small?,1
56349,Is the 2nd email body large?,0
56350,Is the 3rd email body large?,0
56351,Is the 2nd email body large?,0
56352,Is the 2nd email body small?,0
56353,Is the 1st email body large?,0
56354,Is the 1st email body medium?,0
56355,Is the 2nd email body medium?,0
56356,Is the 3rd email body small?,0
56357,Is the 3rd email body small?,0
56358,Is the 2nd email body medium?,0
56359,Is the 1st email body large?,0
56360,Is the 3rd email body small?,0
56361,Is the 2nd email body large?,0
56362,Is the 3rd email body medium?,0
56363,Is the 1st email body large?,1
56364,Is the 2nd email body large?,1
56365,Is the 3rd email body large?,1
56366,Is the 2nd email body large?,0
56367,Is the 1st email body large?,0
56368,Is the 3rd email body small?,0
56369,Is the 3rd email body large?,0
56370,Is the 1st email body large?,0
56371,Is the 2nd email body large?,1
56372,Is the 1st email body medium?,0
56373,Is the 1st email body large?,1
56374,Is the 2nd email body large?,1
56375,Is the 3rd email body large?,1
56376,Is the 2nd email body large?,1
56377,Is the 1st email body medium?,0
56378,Is the 1st email body large?,0
56379,Is the 2nd email body small?,1
56380,Is the 1st email body small?,1
56381,Is the 3rd email body medium?,1
56382,Is the 3rd email body small?,0
56383,Is the 3rd email body large?,0
56384,Is the 1st email body small?,0
56385,Is the 3rd email body small?,0
56386,Is the 2nd email body large?,0
56387,Is the 3rd email body medium?,1
56388,Is the 2nd email body small?,1
56389,Is the 3rd email body medium?,1
56390,Is the 3rd email body small?,0
56391,Is the 1st email body large?,0
56392,Is the 1st email body large?,1
56393,Is the 1st email body small?,0
56394,Is the 3rd email body small?,0
56395,Is the 1st email body small?,1
56396,Is the 3rd email body small?,0
56397,Is the 3rd email body small?,1
56398,Is the 2nd email body large?,1
56399,Is the 1st email body medium?,0
56400,Is the 2nd email body large?,0
56401,Is the 3rd email body small?,0
56402,Is the 2nd email body large?,0
56403,Is the 3rd email body large?,1
56404,Is the 1st email body large?,1
56405,Is the 3rd email body small?,1
56406,Is the 2nd email body medium?,1
56407,Is the 2nd email body medium?,1
56408,Is the 2nd email body small?,0
56409,Is the 3rd email body large?,1
56410,Is the 1st email body medium?,1
56411,Is the 2nd email body medium?,0
56412,Is the 2nd email body large?,0
56413,Is the 1st email body medium?,1
56414,Is the 3rd email body medium?,1
56415,Is the 3rd email body small?,1
56416,Is the 1st email body small?,0
56417,Is the 2nd email body large?,0
56418,Is the 3rd email body medium?,0
56419,Is the 1st email body medium?,0
56420,Is the 1st email body medium?,0
56421,Is the 2nd email body medium?,1
56422,Is the 3rd email body small?,0
56423,Is the 1st email body small?,0
56424,Is the 3rd email body small?,1
56425,Is the 2nd email body medium?,1
56426,Is the 3rd email body small?,0
56427,Is the 1st email body large?,1
56428,Is the 3rd email body medium?,1
56429,Is the 1st email body medium?,1
56430,Is the 2nd email body large?,1
56431,Is the 1st email body small?,1
56432,Is the 2nd email body large?,1
56433,Is the 2nd email body medium?,1
56434,Is the 2nd email body medium?,0
56435,Is the 3rd email body small?,0
56436,Is the 1st email body large?,0
56437,Is the 1st email body large?,0
56438,Is the 2nd email body large?,0
56439,Is the 1st email body large?,0
56440,Is the 2nd email body medium?,0
56441,Is the 1st email body medium?,0
56442,Is the 2nd email body small?,0
56443,Is the 3rd email body large?,0
56444,Is the 2nd email body large?,1
56445,Is the 3rd email body medium?,1
56446,Is the 2nd email body medium?,0
56447,Is the 1st email body small?,0
56448,Is the 3rd email body large?,1
56449,Is the 1st email body large?,1
56450,Is the 3rd email body medium?,0
56451,Is the 1st email body small?,0
56452,Is the 1st email body large?,1
56453,Is the 2nd email body small?,0
56454,Is the 3rd email body medium?,0
56455,Is the 2nd email body small?,1
56456,Is the 1st email body medium?,0
56457,Is the 2nd email body medium?,0
56458,Is the 3rd email body small?,0
56459,Is the 1st email body large?,0
56460,Is the 2nd email body large?,0
56461,Is the 3rd email body medium?,0
56462,Is the 2nd email body small?,0
56463,Is the 2nd email body small?,1
56464,Is the 3rd email body medium?,0
56465,Is the 3rd email body medium?,1
56466,Is the 1st email body large?,0
56467,Is the 3rd email body medium?,0
56468,Is the 1st email body large?,1
56469,Is the 1st email body small?,0
56470,Is the 1st email body large?,0
56471,Is the 3rd email body large?,1
56472,Is the 3rd email body medium?,1
56473,Is the 1st email body medium?,1
56474,Is the 1st email body medium?,1
56475,Is the 2nd email body large?,0
56476,Is the 3rd email body large?,1
56477,Is the 2nd email body large?,0
56478,Is the 1st email body large?,1
56479,Is the 2nd email body small?,0
56480,Is the 2nd email body small?,1
56481,Is the 1st email body small?,1
56482,Is the 3rd email body medium?,1
56483,Is the 2nd email body large?,1
56484,Is the 1st email body small?,0
56485,Is the 2nd email body large?,1
56486,Is the 2nd email body medium?,0
56487,Is the 2nd email body small?,0
56488,Is the 2nd email body small?,1
56489,Is the 1st email body small?,0
56490,Is the 1st email body small?,1
56491,Is the 3rd email body medium?,0
56492,Is the 2nd email body medium?,0
56493,Is the 2nd email body medium?,0
56494,Is the 3rd email body medium?,1
56495,Is the 3rd email body medium?,1
56496,Is the 1st email body large?,1
56497,Is the 2nd email body medium?,0
56498,Is the 3rd email body small?,0
56499,Is the 2nd email body small?,0
56500,Is the 1st email body medium?,0
56501,Is the 3rd email body medium?,0
56502,Is the 2nd email body small?,1
56503,Is the 2nd email body small?,1
56504,Is the 3rd email body medium?,1
56505,Is the 2nd email body large?,1
56506,Is the 3rd email body large?,1
56507,Is the 2nd email body medium?,1
56508,Is the 2nd email body large?,0
56509,Is the 2nd email body large?,1
56510,Is the 3rd email body small?,0
56511,Is the 2nd email body large?,0
56512,Is the 2nd email body large?,0
56513,Is the 2nd email body medium?,0
56514,Is the 1st email body large?,0
56515,Is the 1st email body large?,0
56516,Is the 3rd email body large?,1
56517,Is the 1st email body medium?,0
56518,Is the 1st email body small?,0
56519,Is the 2nd email body small?,0
56520,Is the 2nd email body medium?,1
56521,Is the 3rd email body small?,0
56522,Is the 2nd email body small?,1
56523,Is the 3rd email body medium?,0
56524,Is the 2nd email body large?,1
56525,Is the 3rd email body large?,1
56526,Is the 3rd email body large?,1
56527,Is the 3rd email body small?,0
56528,Is the 1st email body large?,1
56529,Is the 2nd email body large?,0
56530,Is the 2nd email body medium?,0
56531,Is the 2nd email body medium?,0
56532,Is the 1st email body small?,0
56533,Is the 2nd email body large?,1
56534,Is the 2nd email body large?,1
56535,Is the 1st email body small?,1
56536,Is the 1st email body small?,1
56537,Is the 3rd email body medium?,1
56538,Is the 1st email body small?,1
56539,Is the 1st email body small?,0
56540,Is the 1st email body medium?,1
56541,Is the 2nd email body large?,1
56542,Is the 1st email body small?,0
56543,Is the 2nd email body medium?,1
56544,Is the 3rd email body small?,0
56545,Is the 3rd email body large?,0
56546,Is the 2nd email body small?,0
56547,Is the 2nd email body medium?,1
56548,Is the 1st email body medium?,1
56549,Is the 1st email body medium?,0
56550,Is the 2nd email body medium?,1
56551,Is the 2nd email body small?,0
56552,Is the 1st email body large?,0
56553,Is the 3rd email body medium?,1
56554,Is the 1st email body small?,1
56555,Is the 2nd email body small?,0
56556,Is the 1st email body small?,1
56557,Is the 3rd email body small?,0
56558,Is the 1st email body medium?,0
56559,Is the 2nd email body medium?,0
56560,Is the 2nd email body small?,0
56561,Is the 3rd email body large?,1
56562,Is the 3rd email body medium?,0
56563,Is the 2nd email body large?,0
56564,Is the 3rd email body small?,0
56565,Is the 1st email body small?,0
56566,Is the 3rd email body small?,1
56567,Is the 3rd email body medium?,0
56568,Is the 1st email body small?,1
56569,Is the 3rd email body small?,1
56570,Is the 1st email body small?,0
56571,Is the 1st email body medium?,1
56572,Is the 1st email body large?,1
56573,Is the 3rd email body medium?,1
56574,Is the 2nd email body medium?,0
56575,Is the 3rd email body medium?,0
56576,Is the 3rd email body large?,0
56577,Is the 1st email body small?,1
56578,Is the 3rd email body medium?,1
56579,Is the 2nd email body small?,1
56580,Is the 3rd email body large?,1
56581,Is the 1st email body small?,0
56582,Is the 2nd email body large?,1
56583,Is the 3rd email body large?,0
56584,Is the 1st email body medium?,0
56585,Is the 2nd email body large?,0
56586,Is the 1st email body small?,1
56587,Is the 3rd email body small?,1
56588,Is the 1st email body small?,0
56589,Is the 2nd email body small?,1
56590,Is the 2nd email body small?,0
56591,Is the 2nd email body small?,0
56592,Is the 2nd email body small?,1
56593,Is the 2nd email body medium?,0
56594,Is the 2nd email body large?,1
56595,Is the 2nd email body medium?,1
56596,Is the 1st email body large?,0
56597,Is the 2nd email body large?,1
56598,Is the 2nd email body large?,0
56599,Is the 2nd email body small?,0
56600,Is the 2nd email body medium?,1
56601,Is the 1st email body medium?,0
56602,Is the 2nd email body small?,1
56603,Is the 1st email body large?,1
56604,Is the 2nd email body large?,0
56605,Is the 2nd email body large?,0
56606,Is the 1st email body large?,0
56607,Is the 1st email body large?,0
56608,Is the 1st email body small?,0
56609,Is the 2nd email body large?,1
56610,Is the 3rd email body small?,0
56611,Is the 2nd email body small?,1
56612,Is the 1st email body medium?,1
56613,Is the 2nd email body large?,1
56614,Is the 1st email body large?,0
56615,Is the 1st email body large?,1
56616,Is the 3rd email body medium?,1
56617,Is the 3rd email body medium?,1
56618,Is the 3rd email body large?,1
56619,Is the 3rd email body small?,1
56620,Is the 2nd email body small?,0
56621,Is the 3rd email body medium?,0
56622,Is the 2nd email body medium?,0
56623,Is the 2nd email body medium?,1
56624,Is the 1st email body large?,1
56625,Is the 1st email body medium?,0
56626,Is the 3rd email body small?,0
56627,Is the 2nd email body large?,0
56628,Is the 1st email body large?,1
56629,Is the 3rd email body large?,0
56630,Is the 3rd email body small?,0
56631,Is the 3rd email body small?,1
56632,Is the 3rd email body small?,1
56633,Is the 1st email body large?,1
56634,Is the 2nd email body large?,1
56635,Is the 3rd email body large?,0
56636,Is the 3rd email body large?,1
56637,Is the 1st email body large?,0
56638,Is the 1st email body large?,1
56639,Is the 3rd email body large?,0
56640,Is the 2nd email body small?,1
56641,Is the 2nd email body medium?,1
56642,Is the 3rd email body large?,0
56643,Is the 2nd email body medium?,0
56644,Is the 3rd email body small?,0
56645,Is the 3rd email body medium?,0
56646,Is the 3rd email body large?,0
56647,Is the 3rd email body large?,1
56648,Is the 3rd email body medium?,1
56649,Is the 1st email body small?,0
56650,Is the 3rd email body small?,1
56651,Is the 2nd email body medium?,1
56652,Is the 3rd email body medium?,0
56653,Is the 3rd email body small?,1
56654,Is the 3rd email body large?,0
56655,Is the 1st email body small?,1
56656,Is the 1st email body medium?,1
56657,Is the 2nd email body large?,0
56658,Is the 3rd email body large?,1
56659,Is the 2nd email body medium?,1
56660,Is the 2nd email body small?,1
56661,Is the 2nd email body small?,1
56662,Is the 1st email body small?,1
56663,Is the 1st email body small?,1
56664,Is the 3rd email body medium?,0
56665,Is the 2nd email body medium?,0
56666,Is the 3rd email body small?,1
56667,Is the 1st email body small?,0
56668,Is the 1st email body large?,1
